endpoint,n_paired_seeds,n_success_H8_D64,p_success_H8_D64,p_success_H8_D64_ci_low,p_success_H8_D64_ci_high,n_success_H16_D32,p_success_H16_D32,p_success_H16_D32_ci_low,p_success_H16_D32_ci_high,paired_risk_difference,bootstrap_ci_low,bootstrap_ci_high,wide_only_success,narrow_only_success,both_success,neither_success,discordant_pairs,exact_mcnemar_p_value
held-out test normalized binding >= 5/12,120,73,0.6083333333333333,0.515043744157083,0.696143299446448,55,0.4583333333333333,0.3670599277953185,0.551711910505354,0.15,0.025,0.275,41,23,32,24,64,0.0327657590988232
