endpoint,n_paired_seeds,n_success_H8_D64,p_success_H8_D64,p_success_H8_D64_ci_low,p_success_H8_D64_ci_high,n_success_H8_D32,p_success_H8_D32,p_success_H8_D32_ci_low,p_success_H8_D32_ci_high,paired_risk_difference,bootstrap_ci_low,bootstrap_ci_high,wide_only_success,narrow_only_success,both_success,neither_success,discordant_pairs,exact_mcnemar_p_value
held-out test normalized binding >= 5/12,120,72,0.6,0.5066106947209386,0.6883322062887021,20,0.16666666666666666,0.10487850197666275,0.2456000380773185,0.43333333333333335,0.3333333333333333,0.5333333333333333,57,5,15,43,62,3.0655256978706635e-12
